so2Grade,coFlag,khaiValue,so2Value,coValue,pm25Flag,pm10Flag,o3Grade,pm10Value,khaiGrade,pm25Value,sidoName,no2Flag,no2Grade,o3Flag,pm25Grade,so2Flag,dataTime,coGrade,no2Value,stationName,pm10Grade,o3Value
1,,66,0.004,0.4,,,2,31,2,22,인천,,1,,2,,2023-05-25 07:00,1,0.018,연희,1,0.035
1,,72,0.004,0.5,,,1,41,2,25,인천,,1,,2,,2023-05-25 07:00,1,0.021,검단,2,0.029
1,,84,0.004,0.5,,,1,57,2,26,인천,,2,,2,,2023-05-25 07:00,1,0.050,중봉,2,0.011
1,,60,0.004,0.7,,,2,45,2,20,인천,,1,,2,,2023-05-25 07:00,1,0.018,계산,2,0.038
1,,61,0.004,0.5,,,1,38,2,23,인천,,1,,2,,2023-05-25 07:00,1,0.024,효성,2,0.024
1,,99,0.005,0.6,,,1,65,2,34,인천,,2,,2,,2023-05-25 07:00,1,0.059,고잔,2,0.010
1,,66,0.003,0.4,,,1,42,2,22,인천,,2,,2,,2023-05-25 07:00,1,0.039,서창,2,0.012
1,,66,0.004,0.5,,,1,46,2,22,인천,,2,,2,,2023-05-25 07:00,1,0.034,석남,2,0.022
1,,58,0.003,0.4,,,2,37,2,12,인천,,1,,1,,2023-05-25 07:00,1,0.017,송해,2,0.038
1,,76,0.004,0.6,,,1,48,2,31,인천,,2,,2,,2023-05-25 07:00,1,0.046,동춘,2,0.009
,,,,,,,,,,,인천,,,,,,,,,운서,,
1,,59,0.004,0.4,,,1,49,2,23,인천,,2,,2,,2023-05-25 07:00,1,0.035,송현,2,0.021
1,,69,0.003,0.6,,,1,43,2,23,인천,,2,,2,,2023-05-25 07:00,1,0.041,논현,2,0.010
,,,,,,,,,,,인천,,,,,,,,,청라,,
1,,57,0.004,0.5,,,1,45,2,22,인천,,2,,2,,2023-05-25 07:00,1,0.032,송도,2,0.027
1,,50,0.002,0.3,,,1,29,1,14,경기,,1,,1,,2023-05-25 07:00,1,0.007,용문면,1,0.022
1,,66,0.001,0.4,,,1,44,2,22,경기,,1,,2,,2023-05-25 07:00,1,0.013,양평읍,2,0.018
1,,69,0.002,0.5,,,2,45,2,20,경기,,1,,1,,2023-05-25 07:00,1,0.007,연천(DMZ),2,0.052
1,,54,0.002,0.3,,,2,31,2,14,강원,,1,,1,,2023-05-25 07:00,1,0.011,중앙로,2,0.034
1,,64,0.003,0.5,,,1,28,2,21,강원,,1,,2,,2023-05-25 07:00,1,0.014,석사동,2,0.025
1,,57,0.002,0.5,,,2,33,2,17,강원,,1,,2,,2023-05-25 07:00,1,0.007,신사우동,2,0.037
1,,61,0.002,0.4,,,1,42,2,22,강원,,1,,2,,2023-05-25 07:00,1,0.024,온의동,2,0.018
1,,50,0.002,0.3,,,1,23,1,15,강원,,1,,1,,2023-05-25 07:00,1,0.002,방산면,1,0.030
,,50,-,0.3,,,1,20,1,13,강원,,1,,1,통신장애,2023-05-25 07:00,1,0.006,양구읍,1,0.024
1,,59,0.002,0.4,,,1,52,2,21,강원,,1,,1,,2023-05-25 07:00,1,0.030,동해항,2,0.015
1,,45,0.003,0.6,통신장애,통신장애,1,-,1,-,강원,,1,,1,,2023-05-25 07:00,1,0.027,묵호항,1,0.011
1,,-,0.001,0.3,통신장애,통신장애,1,-,,-,강원,,1,,,,2023-05-25 08:00,1,0.004,철원(DMZ),,0.023
1,,-,0.002,0.5,,통신장애,2,-,,29,강원,,1,,2,,2023-05-25 07:00,1,0.007,화천(DMZ),,0.071
1,,83,0.002,0.3,,,2,63,2,30,강원,,1,,2,,2023-05-25 07:00,1,0.007,인제(DMZ),2,0.069
1,,78,0.002,0.2,,,2,39,2,26,강원,,1,,2,,2023-05-25 07:00,1,0.004,고성(DMZ),2,0.063
1,,37,0.002,0.3,,,1,15,1,3,부산,,1,,1,,2023-05-25 07:00,1,0.014,광복동,1,0.022
1,,45,0.002,0.4,,,1,14,1,12,부산,,1,,1,,2023-05-25 07:00,1,0.027,초량동,1,0.011
1,,61,0.003,0.2,,,1,11,2,2,부산,,2,,1,,2023-05-25 07:00,1,0.036,태종대,1,0.005
1,,47,0.002,0.3,,,1,17,1,7,부산,,1,,1,,2023-05-25 07:00,1,0.028,청학동,1,0.006
1,,34,0.002,0.4,,,1,10,1,9,부산,,1,,1,,2023-05-25 07:00,1,0.020,전포동,1,0.017
1,,60,0.002,0.3,,,1,23,2,6,부산,,2,,1,,2023-05-25 07:00,1,0.036,온천동,1,0.007
,통신장애,41,-,-,,,1,12,1,10,부산,,1,,1,통신장애,2023-05-25 07:00,,0.025,명장동,1,0.010
1,,39,0.002,0.4,,,1,12,1,4,부산,,1,,1,,2023-05-25 07:00,1,0.015,대연동,1,0.023
1,,37,0.003,0.3,,,1,14,1,3,부산,,1,,1,,2023-05-25 07:00,1,0.022,용호동,1,0.013
1,,42,0.001,0.3,,,1,12,1,5,부산,,1,,1,,2023-05-25 07:00,1,0.025,학장동,1,0.009
1,,49,0.003,0.3,,,1,17,1,8,부산,,1,,1,,2023-05-25 07:00,1,0.029,덕천동,1,0.010
,통신장애,33,-,-,,,1,7,1,2,부산,,1,,1,통신장애,2023-05-25 07:00,,0.018,화명동,1,0.020
1,,49,0.003,0.5,,,1,21,1,6,부산,,1,,1,,2023-05-25 07:00,1,0.029,삼락동,1,0.004
,통신장애,-,-,-,통신장애,,1,9,,-,부산,,1,,,통신장애,2023-05-25 07:00,,0.024,청룡동,1,0.008
1,,23,0.003,0.3,,,1,13,1,2,부산,,1,,1,,2023-05-25 07:00,1,0.010,좌동,1,0.012
1,,32,0.007,0.2,,,1,15,1,10,부산,,1,,1,,2023-05-25 07:00,1,0.019,재송동,1,0.013
1,,52,0.002,0.3,,,1,22,2,10,부산,,2,,1,,2023-05-25 07:00,1,0.031,장림동,1,0.003
1,,50,0.004,0.4,,,1,29,1,12,부산,,1,,1,,2023-05-25 07:00,1,0.030,대저동,1,0.004
1,,35,0.002,0.2,,,1,12,1,10,부산,,1,,1,,2023-05-25 07:00,1,0.021,녹산동,1,0.015
1,,43,0.003,0.3,,,1,17,1,10,부산,,1,,1,,2023-05-25 07:00,1,0.026,명지동,1,0.009
1,,-,0.002,0.3,통신장애,,1,10,,-,부산,,1,,,,2023-05-25 07:00,1,0.018,연산동,1,0.014
1,,22,0.002,0.2,통신장애,,1,11,1,-,부산,,1,,1,,2023-05-25 07:00,1,0.009,기장읍,1,0.013
1,,41,0.003,0.2,,,1,9,1,3,부산,,1,,1,,2023-05-25 07:00,1,0.010,용수리,1,0.025
1,,48,0.002,0.4,,,1,13,1,9,부산,,1,,1,,2023-05-25 07:00,1,0.011,수정동,1,0.029
1,,31,0.001,0.4,,,1,14,1,10,부산,,1,,1,,2023-05-25 07:00,1,0.016,부곡동,1,0.019
1,,25,0.002,0.3,,,1,9,1,7,부산,,1,,1,,2023-05-25 07:00,1,0.015,회동동,1,0.012
,통신장애,30,-,-,,,1,14,1,9,부산,,1,,1,통신장애,2023-05-25 07:00,,0.014,광안동,1,0.018
1,,43,0.005,0.3,,,1,10,1,2,부산,,1,,1,,2023-05-25 07:00,1,0.018,대신동,1,0.026
1,,56,0.003,0.3,,,1,13,2,13,부산,,2,,1,,2023-05-25 07:00,1,0.033,덕포동,1,0.008
1,,50,0.003,0.3,,,1,15,1,9,부산,,1,,1,,2023-05-25 07:00,1,0.030,개금동,1,0.008
1,,43,0.002,0.3,,,1,12,1,2,부산,,1,,1,,2023-05-25 07:00,1,0.013,당리동,1,0.026
1,,59,0.003,0.4,,,1,26,2,16,부산,,2,,1,,2023-05-25 07:00,1,0.035,부산항,1,0.007
1,,61,0.004,0.4,통신장애,통신장애,1,-,2,-,부산,,2,,1,,2023-05-25 07:00,1,0.036,부산신항,1,0.006
1,,67,0.004,0.3,,,1,24,2,12,부산,,2,,1,,2023-05-25 07:00,1,0.040,부산북항,1,0.007
1,,-,0.003,0.2,통신장애,통신장애,1,-,,-,부산,,2,,,,2023-05-25 07:00,1,0.031,부산감만,1,0.010
1,,59,0.002,0.3,,,1,21,2,6,경남,,2,,1,,2023-05-25 07:00,1,0.035,회원동,1,0.009
1,,47,0.003,0.3,,,1,12,1,11,경남,,1,,1,,2023-05-25 07:00,1,0.028,봉암동,1,0.008
1,,43,0.002,0.4,,,1,17,1,13,경남,,1,,1,,2023-05-25 07:00,1,0.017,내서읍,1,0.022
1,,55,0.003,0.7,,,1,22,2,7,울산,,2,,1,,2023-05-25 07:00,1,0.033,대송동,1,0.007
1,,43,0.003,0.5,,,1,23,1,15,울산,,1,,1,,2023-05-25 07:00,1,0.021,성남동,1,0.008
,,,,,,,,,,,울산,,,,,,,,,부곡동(울산),,
1,,55,0.006,0.3,,,1,35,2,22,울산,,2,,1,,2023-05-25 07:00,1,0.032,여천동(울산),1,0.010
1,,47,0.004,0.4,,,1,25,1,17,울산,,1,,1,,2023-05-25 07:00,1,0.019,야음동,1,0.012
1,,43,0.003,0.3,,,1,28,1,12,울산,,1,,1,,2023-05-25 07:00,1,0.020,삼산동,1,0.009
1,,43,0.002,0.5,,,1,23,1,15,울산,,1,,1,,2023-05-25 07:00,1,0.015,신정로,1,0.006
1,,61,0.003,0.5,,,1,27,2,24,울산,,1,,2,,2023-05-25 07:00,1,0.025,신정동,1,0.010
1,,47,0.003,0.4,,,1,21,1,13,울산,,1,,1,,2023-05-25 07:00,1,0.013,덕신리,1,0.012
1,,66,0.003,0.3,,,1,23,2,21,울산,,1,,2,,2023-05-25 07:00,1,0.024,무거동,1,0.004
1,,42,0.002,0.4,,,1,27,1,12,울산,,1,,1,,2023-05-25 07:00,1,0.025,효문동,1,0.008
1,,72,0.002,0.4,,,2,44,2,25,경남,,1,,2,,2023-05-25 07:00,1,0.011,상봉동,2,0.032
1,,67,0.002,0.5,,,2,40,2,15,경남,,1,,2,,2023-05-25 07:00,1,0.012,대안동,2,0.038
1,,72,0.003,0.4,,,1,41,2,25,경남,,1,,2,,2023-05-25 07:00,1,0.014,상대동(진주),2,0.027
1,,74,0.002,0.4,,,1,34,2,25,경남,,1,,2,,2023-05-25 07:00,1,0.029,정촌면,2,0.015
1,,43,0.003,0.3,,,1,25,1,14,경남,,1,,1,,2023-05-25 07:00,1,0.024,명서동,1,0.016
1,,52,0.004,0.4,,,1,19,2,13,경남,,2,,1,,2023-05-25 07:00,1,0.031,웅남동,1,0.011
1,,59,0.003,0.4,,,1,21,2,13,경남,,2,,1,,2023-05-25 07:00,1,0.035,성주동,1,0.008
1,,45,0.002,0.5,,,1,24,1,15,경남,,1,,1,,2023-05-25 07:00,1,0.023,용지동,1,0.014
1,,61,0.004,0.4,,,1,36,2,18,서울,,2,,2,,2023-05-25 07:00,1,0.037,중구,2,0.017
1,,62,0.004,0.5,,,1,47,2,21,서울,,2,,2,,2023-05-25 07:00,1,0.033,한강대로,2,0.027
1,,57,0.004,0.4,,,2,37,2,11,서울,,1,,1,,2023-05-25 07:00,1,0.025,종로구,2,0.031
1,,62,0.004,0.4,,,1,43,2,18,서울,,2,,2,,2023-05-25 07:00,1,0.036,청계천로,2,0.016
1,,60,0.004,0.4,,,1,37,2,13,서울,,1,,2,,2023-05-25 07:00,1,0.024,종로,2,0.018
1,,61,0.004,0.4,,,1,40,2,20,서울,,2,,2,,2023-05-25 07:00,1,0.034,용산구,2,0.024
1,,59,0.003,0.3,,,2,34,2,16,서울,,1,,2,,2023-05-25 07:00,1,0.016,광진구,2,0.039
1,,62,0.004,0.3,,,2,36,2,13,서울,,1,,2,,2023-05-25 07:00,1,0.018,성동구,2,0.043
1,,62,0.004,0.4,,,1,46,2,22,서울,,2,,2,,2023-05-25 07:00,1,0.034,강변북로,2,0.027
1,,59,0.003,0.3,,,2,37,2,17,서울,,1,,2,,2023-05-25 07:00,1,0.017,중랑구,2,0.039
1,,60,0.004,0.4,,,2,40,2,19,서울,,1,,2,,2023-05-25 07:00,1,0.021,동대문구,2,0.034
1,,61,0.004,0.4,,,1,40,2,17,서울,,2,,2,,2023-05-25 07:00,1,0.037,홍릉로,2,0.027
1,,57,0.003,0.4,,,2,37,2,19,서울,,1,,2,,2023-05-25 07:00,1,0.020,성북구,2,0.033
1,,86,0.003,0.5,,,1,44,2,20,서울,,2,,2,,2023-05-25 07:00,1,0.052,정릉로,2,0.010
1,,54,0.003,0.5,,,1,34,2,18,서울,,1,,2,,2023-05-25 07:00,1,0.020,도봉구,2,0.027
1,,51,0.003,0.1,,,1,34,2,15,서울,,1,,1,,2023-05-25 07:00,1,0.021,은평구,2,0.026
1,,51,0.003,0.4,,,1,32,2,17,서울,,1,,1,,2023-05-25 07:00,1,0.028,서대문구,2,0.022
1,,56,0.004,0.4,,,1,37,2,18,서울,,2,,2,,2023-05-25 07:00,1,0.033,마포구,2,0.027
1,,64,0.004,0.4,,,1,44,2,18,서울,,2,,2,,2023-05-25 07:00,1,0.038,신촌로,2,0.013
1,,57,0.004,0.4,,,2,43,2,15,서울,,1,,1,,2023-05-25 07:00,1,0.021,강서구,2,0.037
1,,58,0.003,0.4,,,1,49,2,21,서울,,2,,1,,2023-05-25 07:00,1,0.034,공항대로,2,0.025
1,,58,0.003,0.3,,,1,38,2,18,서울,,1,,2,,2023-05-25 07:00,1,0.019,구로구,2,0.030
1,,63,0.004,0.4,,,1,36,2,11,서울,,2,,1,,2023-05-25 07:00,1,0.037,영등포구,2,0.024
1,,64,0.004,0.4,,,1,40,2,15,서울,,2,,2,,2023-05-25 07:00,1,0.038,영등포로,2,0.022
1,,56,0.003,0.3,,,2,32,2,15,서울,,1,,2,,2023-05-25 07:00,1,0.020,동작구,2,0.034
1,,89,0.003,0.5,,,1,48,2,25,서울,,2,,2,,2023-05-25 07:00,1,0.054,동작대로 중앙차로,2,0.012
1,,64,0.004,0.4,,,2,38,2,14,서울,,1,,2,,2023-05-25 07:00,1,0.024,관악구,2,0.036
1,,67,0.004,0.3,,,2,35,2,16,서울,,1,,2,,2023-05-25 07:00,1,0.012,강남구,2,0.049
1,,58,0.003,0.3,,,2,48,2,12,서울,,1,,1,,2023-05-25 07:00,1,0.021,서초구,2,0.034
1,,69,0.003,0.4,,,1,39,2,27,서울,,2,,2,,2023-05-25 07:00,1,0.030,도산대로,2,0.027
1,,76,0.003,0.5,,,1,45,2,16,서울,,2,,2,,2023-05-25 07:00,1,0.045,강남대로,2,0.007
1,,62,0.003,0.4,,,2,40,2,18,서울,,1,,2,,2023-05-25 07:00,1,0.017,송파구,2,0.043
1,,61,0.003,0.4,,,1,42,2,18,서울,,2,,2,,2023-05-25 07:00,1,0.031,강동구,2,0.023
1,,63,0.003,0.5,,,1,45,2,16,서울,,2,,2,,2023-05-25 07:00,1,0.037,천호대로,2,0.022
1,,59,0.004,0.4,,,2,29,2,17,서울,,1,,2,,2023-05-25 07:00,1,0.016,금천구,2,0.030
1,,103,0.004,0.5,,,1,48,3,21,서울,,3,,2,,2023-05-25 07:00,1,0.062,시흥대로,2,0.005
1,,58,0.003,0.4,,,2,35,2,14,서울,,1,,2,,2023-05-25 07:00,1,0.014,강북구,2,0.032
1,,56,0.004,0.4,,,1,36,2,21,서울,,1,,2,,2023-05-25 07:00,1,0.029,양천구,2,0.027
1,,65,0.003,0.5,,,1,37,2,19,서울,,2,,2,,2023-05-25 07:00,1,0.038,노원구,2,0.011
1,,82,0.003,0.6,,,1,51,2,25,서울,,2,,2,,2023-05-25 07:00,1,0.049,화랑로,2,0.003
1,,59,0.003,0.5,,,1,34,2,14,경기,,2,,2,,2023-05-25 07:00,1,0.034,신풍동,2,0.016
1,,65,0.004,0.6,,,1,44,2,22,경기,,1,,2,,2023-05-25 07:00,1,0.023,인계동,2,0.028
1,,75,0.002,0.6,,,1,47,2,31,경기,,2,,2,,2023-05-25 07:00,1,0.045,광교동,2,0.006
1,,69,0.002,0.4,,,1,48,2,19,경기,,1,,2,,2023-05-25 07:00,1,0.026,영통동,2,0.024
1,,64,0.002,0.3,,,1,36,2,18,경기,,2,,2,,2023-05-25 07:00,1,0.038,천천동,2,0.012
1,,80,0.004,0.6,,,1,51,2,23,경기,,2,,2,,2023-05-25 07:00,1,0.048,경수대로(동수원),2,0.006
1,,69,0.002,0.4,,,1,53,2,21,경기,,2,,2,,2023-05-25 07:00,1,0.041,고색동,2,0.008
1,,59,0.001,0.4,,,1,36,2,16,경기,,1,,2,,2023-05-25 07:00,1,0.010,호매실,2,0.023
1,,74,0.001,0.5,,,1,41,2,13,경기,,2,,2,,2023-05-25 07:00,1,0.044,대왕판교로(백현동),2,0.003
1,,65,0.002,0.5,,,2,39,2,17,경기,,1,,2,,2023-05-25 07:00,1,0.017,단대동,2,0.033
1,,59,0.002,0.8,,,1,26,2,22,경기,,1,,2,,2023-05-25 07:00,1,0.015,정자동,2,0.024
1,,61,0.002,0.4,,,1,32,2,19,경기,,2,,2,,2023-05-25 07:00,1,0.036,수내동,2,0.009
1,,100,0.002,0.6,,,1,51,2,20,경기,,2,,2,,2023-05-25 07:00,1,0.060,성남대로(모란역),2,0.003
1,,100,0.002,0.5,,,1,41,2,16,경기,,2,,2,,2023-05-25 07:00,1,0.060,복정동,2,0.005
1,,65,0.002,0.4,,,1,38,2,15,경기,,2,,2,,2023-05-25 07:00,1,0.035,운중동,2,0.012
1,,66,0.002,0.5,,,1,46,2,22,경기,,2,,2,,2023-05-25 07:00,1,0.039,상대원동,2,0.017
1,,53,0.003,0.3,,,1,35,2,14,경기,,1,,1,,2023-05-25 07:00,1,0.017,의정부동,2,0.021
1,,57,0.003,0.3,,,1,41,2,23,경기,,2,,2,,2023-05-25 07:00,1,0.034,의정부1동,2,0.010
1,,66,0.003,0.3,,,1,33,2,12,경기,,2,,2,,2023-05-25 07:00,1,0.039,송산3동,2,0.004
1,,64,0.002,0.4,,,1,39,2,22,경기,,1,,2,,2023-05-25 07:00,1,0.020,안양8동,2,0.030
1,,65,0.003,0.3,,,1,44,2,17,경기,,2,,2,,2023-05-25 07:00,1,0.031,부림동,2,0.019
1,,72,0.002,0.2,,,1,40,2,19,경기,,1,,2,,2023-05-25 07:00,1,0.022,호계동,2,0.028
1,,60,0.002,0.5,,,1,35,2,18,경기,,2,,2,,2023-05-25 07:00,1,0.034,안양2동,2,0.016
1,,64,0.002,0.5,,,1,50,2,23,경기,,1,,2,,2023-05-25 07:00,1,0.027,철산동,2,0.023
1,,66,0.002,0.4,,,2,49,2,25,경기,,1,,2,,2023-05-25 07:00,1,0.020,소하동,2,0.033
1,,58,0.003,0.3,,,1,38,2,16,경기,,1,,2,,2023-05-25 07:00,1,0.028,고잔동,2,0.020
1,,73,0.003,0.3,,,1,74,2,41,경기,,1,,2,,2023-05-25 07:00,1,0.020,원시동,2,0.028
1,,60,0.002,0.4,,,1,43,2,21,경기,,2,,2,,2023-05-25 07:00,1,0.031,본오동,2,0.024
1,,82,0.002,0.4,,,1,51,2,27,경기,,2,,2,,2023-05-25 07:00,1,0.038,원곡동,2,0.008
1,,93,0.003,0.4,,,1,46,2,15,경기,,2,,1,,2023-05-25 07:00,1,0.056,부곡동1,2,0.002
1,,59,0.003,0.2,,,2,32,2,15,경기,,1,,1,,2023-05-25 07:00,1,0.006,대부동,1,0.040
1,,56,0.003,0.3,,,1,38,2,13,경기,,1,,1,,2023-05-25 07:00,1,0.030,호수동,2,0.022
1,,71,0.003,0.4,,,,53,2,22,경기,,2,통신장애,2,,2023-05-25 07:00,1,0.042,중앙대로(고잔동),2,-
1,,62,0.001,0.4,,,1,40,2,15,경기,,2,,1,,2023-05-25 07:00,1,0.034,별양동,2,0.021
1,,59,0.001,0.3,,,1,31,2,18,경기,,1,,2,,2023-05-25 07:00,1,0.024,과천동,2,0.021
1,,61,0.002,0.3,,,1,36,2,22,경기,,2,,2,,2023-05-25 07:00,1,0.033,교문동,2,0.010
1,,66,0.003,0.3,,,1,45,2,25,경기,,2,,2,,2023-05-25 07:00,1,0.036,동구동,2,0.003
1,,-,0.002,0.5,통신장애,,1,47,,-,경기,,3,,,,2023-05-25 07:00,1,0.062,부곡3동,2,0.003
1,,71,0.001,0.4,,,1,29,2,11,경기,,2,,1,,2023-05-25 07:00,1,0.042,고천동,1,0.008
1,,77,0.003,0.3,,,1,52,2,24,경기,,2,,2,,2023-05-25 07:00,1,0.041,정왕동,2,0.015
1,,74,0.003,0.2,,,1,67,2,36,경기,,2,,2,,2023-05-25 07:00,1,0.039,시화산단,2,0.010
1,,77,0.002,0.5,,,1,43,2,27,경기,,2,,2,,2023-05-25 07:00,1,0.046,대야동,2,0.004
1,,95,0.004,0.4,,,1,65,2,25,경기,,2,,2,,2023-05-25 07:00,1,0.057,목감동,2,0.002
1,,69,0.003,0.3,,,1,57,2,27,경기,,2,,2,,2023-05-25 07:00,1,0.039,장현동,2,0.008
1,,72,0.002,0.5,,,1,49,2,29,경기,,2,,2,,2023-05-25 07:00,1,0.035,서해안로,2,0.011
1,,89,0.004,0.4,,,1,73,2,37,경기,,2,,2,,2023-05-25 07:00,1,0.053,배곧동,2,0.004
1,,61,0.002,0.4,,,1,38,2,20,경기,,2,,2,,2023-05-25 07:00,1,0.031,금곡동,2,0.014
1,,61,0.002,0.3,,,1,31,2,19,경기,,1,,2,,2023-05-25 07:00,1,0.013,오남읍,2,0.024
1,,71,0.002,0.4,,,1,45,2,18,경기,,2,,2,,2023-05-25 07:00,1,0.042,별내동,2,0.006
1,,66,0.003,0.4,,,1,40,2,22,경기,,1,,2,,2023-05-25 07:00,1,0.020,화도읍,2,0.018
1,,73,0.003,0.5,,,1,58,2,27,경기,,2,,2,,2023-05-25 07:00,1,0.040,경춘로,2,0.008
1,,64,0.002,0.3,,,1,44,2,24,경기,,1,,2,,2023-05-25 07:00,1,0.025,와부읍,2,0.023
1,,61,0.002,0.4,,,1,38,2,17,경기,,1,,2,,2023-05-25 07:00,1,0.024,진접읍,2,0.016
1,,73,0.003,0.3,,,1,60,2,26,경기,,1,,2,,2023-05-25 07:00,1,0.022,비전동,2,0.027
1,,77,0.003,0.3,,,1,61,2,28,경기,,2,,2,,2023-05-25 07:00,1,0.032,안중,2,0.016
1,,70,0.003,0.3,,,1,63,2,21,경기,,1,,2,,2023-05-25 07:00,1,0.028,평택항,2,0.030
1,,79,0.003,0.4,,,1,52,2,36,경기,,1,,2,,2023-05-25 07:00,1,0.028,송북동,2,0.016
1,,74,0.002,0.3,,,1,59,2,30,경기,,1,,2,,2023-05-25 07:00,1,0.024,청북읍,2,0.022
1,,77,0.004,0.3,,,2,40,2,26,경기,,1,,2,,2023-05-25 07:00,1,0.022,고덕면,2,0.034
,통신장애,-,-,-,통신장애,통신장애,,-,,-,경기,통신장애,,통신장애,,통신장애,2023-05-24 18:00,,-,금촌동,,-
1,,93,0.004,0.4,,,1,68,2,15,경기,,2,,2,,2023-05-25 07:00,1,0.035,운정,2,0.004
1,,-,0.002,0.2,통신장애,통신장애,1,-,,-,경기,,1,,,,2023-05-25 07:00,1,0.004,파주,,0.017
1,,50,0.002,0.3,,,1,27,1,13,경기,,1,,1,,2023-05-25 07:00,1,0.010,파주읍,1,0.022
1,,54,0.002,0.4,,,1,27,2,18,경기,,1,,2,,2023-05-25 07:00,1,0.028,행신동,2,0.016
1,,79,0.003,0.4,,,1,69,2,21,경기,,2,,2,,2023-05-25 07:00,1,0.047,식사동,2,0.008
1,,82,0.002,0.4,,,1,64,2,27,경기,,2,,2,,2023-05-25 07:00,1,0.049,백마로(마두역),2,0.004
1,,59,0.002,0.3,,,1,35,2,20,경기,,1,,2,,2023-05-25 07:00,1,0.030,신원동,2,0.008
1,,58,0.003,0.3,,,1,44,2,16,경기,,1,,1,,2023-05-25 07:00,1,0.021,주엽동,2,0.029
1,,72,0.002,0.5,,,1,44,2,24,경기,,2,,2,,2023-05-25 07:00,1,0.031,경안동,2,0.012
1,,69,0.001,0.4,,,1,42,2,23,경기,,1,,2,,2023-05-25 07:00,1,0.022,오포1동,2,0.018
1,,72,0.001,0.4,,,1,45,2,29,경기,,1,,2,,2023-05-25 07:00,1,0.026,곤지암,2,0.009
1,,77,0.002,0.3,,,1,44,2,24,경기,,1,,2,,2023-05-25 07:00,1,0.028,김량장동,2,0.013
1,,66,0.002,0.6,,,1,39,2,20,경기,,1,,2,,2023-05-25 07:00,1,0.023,수지,2,0.025
1,,77,0.002,0.6,,,1,42,2,15,경기,,2,,2,,2023-05-25 07:00,1,0.046,기흥,2,0.004
1,,68,0.002,0.5,,,,42,2,28,경기,,2,통신장애,2,,2023-05-25 07:00,1,0.037,중부대로(구갈동),2,-
